l_FullName,r_FullName,w_FullName,FightDate,l_win,r_win,l_seniority,r_seniority,l_w/l_ratio,r_w/l_ratio,l_height_dif_cm,r_height_dif_cm,l_weight_dif_lb,r_weight_dif_lb,l_reach_dif_cm,r_reach_dif_cm,l_ctrl_time_sec,r_ctrl_time_sec,l_total_fights,r_total_fights,l_total_fights_dif,r_total_fights_dif,l_win_difference,r_win_difference,l_WinStreak,r_WinStreak,l_TKOReceived,r_TKOReceived,l_WinStreak_dif,r_WinStreak_dif,l_TKOReceived_dif,r_TKOReceived_dif,l_rust_ring,r_rust_ring,l_rustRing_dif,r_rustRing_dif
Hermes Franca,Josh Thomson,Josh Thomson,2004-01-31,0,1,4,-4,1.411765,2.444444,-10.16,10.16,0,0,0,0,319,245,41,31,10,-10,-1.03267967700958,1.03267967700958,1,1,0,0,0,0,0,0,127,127,0,0
Yves Edwards,Josh Thomson,Yves Edwards,2004-08-21,1,0,2,-2,1.909091,2.444444,-2.540009,2.540009,0,0,5.080002,-5.080002,40,97,64,31,33,-33,-0.535353541374207,0.535353541374207,3,2,0,0,1,-1,0,0,141,203,-62,62
Nate Diaz,Josh Thomson,Josh Thomson,2013-04-20,0,1,-6,6,1.692308,2.444444,5.080002,-5.080002,15,-15,12.7,-12.7,54,81,35,31,4,-4,-0.752136707305908,0.752136707305908,0,0,0,1,0,0,-1,1,133,3164,-3031,3031
Benson Henderson,Josh Thomson,Benson Henderson,2014-01-25,1,0,-5,5,3.428571,2.444444,-2.540009,2.540009,15,-15,-2.539993,2.539993,300,472,31,31,0,0,0.984127044677734,-0.984127044677734,0,1,0,1,-1,1,-1,1,147,280,-133,133
Bobby Green,Josh Thomson,Bobby Green,2014-07-26,1,0,-8,8,2.142857,2.444444,0,0,0,0,0,0,52,19,44,31,13,-13,-0.301587343215942,0.301587343215942,3,0,0,1,3,-3,-1,1,224,182,42,-42
Tony Ferguson,Josh Thomson,Tony Ferguson,2015-07-15,1,0,-5,5,2.888889,2.444444,2.539993,-2.539993,0,0,12.7,-12.7,105,152,35,31,4,-4,0.444444417953491,-0.444444417953491,4,0,0,1,4,-4,-1,1,137,354,-217,217
Christian Rodriguez,Joshua Weems,Christian Rodriguez,2022-10-29,1,0,-4,4,9,3.666667,-2.540009,2.540009,0,0,5.080002,-5.080002,56,63,10,14,-4,4,5.33333325386047,-5.33333325386047,0,0,0,0,0,0,0,0,0,0,0,0
Bea Malecki,Josiane Nunes,Josiane Nunes,2021-08-21,0,1,2,-2,4,10,17.78,-17.78,-10,10,17.78001,-17.78001,0,5,5,11,-6,6,-6,6,1,0,0,0,1,-1,0,0,812,0,812,-812
Zarah Fairn,Josiane Nunes,Josiane Nunes,2023-01-21,0,1,10,-10,1,10,15.24001,-15.24001,-10,10,12.70001,-12.70001,8,122,12,11,1,-1,-9,9,0,1,1,0,-1,1,1,-1,1057,518,539,-539
Randy Costa,Journey Newson,Randy Costa,2020-09-19,1,0,-5,5,1.5,2,10.15999,-10.15999,0,0,15.24001,-15.24001,2,0,10,15,-5,5,-0.5,0.5,1,0,0,0,1,-1,0,0,337,0,337,-337
Fernie Garcia,Journey Newson,Journey Newson,2022-05-07,0,1,-3,3,2.5,2,5.079987,-5.079987,0,0,0,0,2,42,14,15,-1,1,0.5,-0.5,0,0,0,1,0,0,-1,1,0,595,-595,595
Sergey Morozov,Journey Newson,Sergey Morozov,2022-12-17,1,0,0,0,3.8,2,2.539993,-2.539993,0,0,0,0,419,0,24,15,9,-9,1.79999995231628,-1.79999995231628,1,1,0,1,0,0,-1,1,175,224,-49,49
Marcus McGhee,Journey Newson,Marcus McGhee,2023-04-29,1,0,-2,2,8,2,7.619995,-7.619995,0,0,5.080002,-5.080002,31,63,9,15,-6,6,6,-6,0,0,0,1,0,0,-1,1,0,133,-133,133
Dooho Choi,Juan Manuel Puig,Dooho Choi,2014-11-22,1,0,-2,2,3.5,2.75,2.540009,-2.540009,0,0,-0.1999969,0.1999969,6,0,18,15,3,-3,0.75,-0.75,0,0,0,0,0,0,0,0,0,0,0,0
David Dvorak,Juancamilo Ronderos,David Dvorak,2021-05-22,1,0,2,-2,3.333333,2,5.080002,-5.080002,0,0,10.16,-10.16,23,0,26,6,20,-20,1.33333325386047,-1.33333325386047,2,0,0,0,2,-2,0,0,245,0,245,-245
Clayton Carpenter,Juancamilo Ronderos,Clayton Carpenter,2023-02-18,1,0,-2,2,7,2,7.619995,-7.619995,0,0,5.080002,-5.080002,79,82,7,6,1,-1,5,-5,0,0,0,0,0,0,0,0,0,637,-637,637
Grant Dawson,Julian Erosa,Grant Dawson,2019-03-09,1,0,-4,4,20,2.333333,-7.619995,7.619995,10,-10,-5.080002,5.080002,607,17,21,40,-19,19,17.6666667461395,-17.6666667461395,0,0,0,0,0,0,0,0,0,0,0,0
Julio Arce,Julian Erosa,Julio Arce,2019-05-18,1,0,0,0,3,2.333333,-15.24001,15.24001,-10,10,-10.16,10.16,13,33,24,40,-16,16,0.666666746139526,-0.666666746139526,0,0,0,0,0,0,0,0,196,70,126,-126
SeungWoo Choi,Julian Erosa,SeungWoo Choi,2021-06-19,1,0,-3,3,1.833333,2.333333,-2.539993,2.539993,0,0,0,0,3,0,17,40,-23,23,-0.49999988079071,0.49999988079071,2,0,0,1,2,-2,-1,1,133,763,-630,630
Hakeem Dawodu,Julian Erosa,Julian Erosa,2022-09-10,0,1,-2,2,3.25,2.333333,-12.7,12.7,0,0,-2.540009,2.540009,12,262,17,40,-23,23,0.916666746139526,-0.916666746139526,1,0,0,2,1,-1,-2,2,217,448,-231,231
Alex Caceres,Julian Erosa,Alex Caceres,2022-12-17,1,0,1,-1,1.5,2.333333,-7.619995,7.619995,0,0,-2.540009,2.540009,5,0,35,40,-5,5,-0.833333253860474,0.833333253860474,0,1,1,2,-1,1,-1,1,280,98,182,-182
Alessio Di Chirico,Julian Marquez,Alessio Di Chirico,2018-07-06,1,0,0,0,1.857143,2.25,-5.080002,5.080002,0,0,5.080002,-5.080002,238,3,20,13,7,-7,-0.392857193946838,0.392857193946838,0,0,0,0,0,0,0,0,524,0,524,-524
Sam Alvey,Julian Marquez,Julian Marquez,2021-04-10,0,1,4,-4,1.833333,2.25,0,0,0,0,7.619995,-7.619995,5,16,51,13,38,-38,-0.416666626930237,0.416666626930237,0,0,3,0,0,0,3,-3,336,1009,-673,673
Marc-Andre Barriault,Julian Marquez,Marc-Andre Barriault,2023-03-04,1,0,1,-1,2.666667,2.25,-2.540009,2.540009,0,0,5.080002,-5.080002,89,0,22,13,9,-9,0.416666746139526,-0.416666746139526,0,1,1,0,-1,1,1,-1,168,693,-525,525
Mark Coleman,Julian Sanchez,Mark Coleman,1996-09-20,1,0,,,1.6,0,-5.080002,5.080002,-95,95,-2.5,2.5,0,0,26,1,25,-25,1.60000002384186,-1.60000002384186,3,0,0,0,3,-3,0,0,70,0,70,-70
Joanna Jedrzejczyk,Juliana Lima,Joanna Jedrzejczyk,2014-07-26,1,0,-6,6,3.2,1.8,2.539993,-2.539993,0,0,0,0,9,370,21,14,7,-7,1.40000009536743,-1.40000009536743,0,0,0,0,0,0,0,0,0,0,0,0
Ericka Almeida,Juliana Lima,Juliana Lima,2015-05-30,0,1,-7,7,2.333333,1.8,2.539993,-2.539993,0,0,5.899994,-5.899994,33,591,10,14,-4,4,0.533333301544189,-0.533333301544189,0,0,0,0,0,0,0,0,0,308,-308,308
Carla Esparza,Juliana Lima,Carla Esparza,2016-04-23,1,0,-6,6,2.857143,1.8,-10.16,10.16,0,0,-5.080002,5.080002,575,134,27,14,13,-13,1.05714297294617,-1.05714297294617,0,1,1,0,-1,1,1,-1,406,329,77,-77
JJ Aldrich,Juliana Lima,Juliana Lima,2016-12-09,0,1,-10,10,2,1.8,0,0,10,-10,5.079987,-5.079987,46,424,18,14,4,-4,0.200000047683716,-0.200000047683716,0,0,0,0,0,0,0,0,0,230,-230,230
Veronica Hardy,Juliana Miller,Veronica Hardy,2023-03-18,1,0,1,-1,1.75,1.333333,-7.619995,7.619995,0,0,-5.080002,5.080002,456,79,11,7,4,-4,0.416666626930237,-0.416666626930237,0,0,0,0,0,0,0,0,1099,0,1099,-1099
Milana Dudieva,Julianna Pena,Julianna Pena,2015-04-04,0,1,0,0,1.833333,2.4,-7.619995,7.619995,0,0,-12.25999,12.25999,43,175,17,17,0,0,-0.566666722297668,0.566666722297668,1,0,0,0,1,-1,0,0,224,0,224,-224
Jessica Eye,Julianna Pena,Julianna Pena,2015-10-03,0,1,3,-3,1.363636,2.4,0,0,-10,10,-7.619995,7.619995,344,438,26,17,9,-9,-1.03636372089386,1.03636372089386,0,1,0,0,-1,1,0,0,70,182,-112,112
Nicco Montano,Julianna Pena,Julianna Pena,2019-07-13,0,1,1,-1,1.666667,2.4,-2.539993,2.539993,0,0,-10.15999,10.15999,372,277,8,17,-9,9,-0.733333468437195,0.733333468437195,0,2,0,0,-2,2,0,0,0,1379,-1379,1379
Germaine de Randamie,Julianna Pena,Germaine de Randamie,2020-10-03,1,0,5,-5,2.5,2.4,7.619995,-7.619995,0,0,5.080002,-5.080002,48,355,14,17,-3,3,9.99999046325684e-02,-9.99999046325684e-02,0,3,1,0,-3,3,1,-1,294,448,-154,154
Sara McMann,Julianna Pena,Julianna Pena,2021-01-23,0,1,9,-9,2.166667,2.4,0,0,0,0,-7.619995,7.619995,441,175,19,17,2,-2,-0.233333349227905,0.233333349227905,0,0,1,0,0,0,1,-1,1064,112,952,-952
Amanda Nunes,Julianna Pena,Julianna Pena,2021-12-11,0,1,1,-1,4.6,2.4,5.080002,-5.080002,0,0,0,0,215,25,28,17,11,-11,2.19999980926514,-2.19999980926514,6,1,1,0,5,-5,1,-1,553,322,231,-231
Amanda Nunes,Julianna Pena,Amanda Nunes,2022-07-30,1,0,2,-2,4.6,2.4,5.080002,-5.080002,0,0,0,0,709,0,28,17,11,-11,2.19999980926514,-2.19999980926514,0,2,1,0,-2,2,1,-1,231,231,0,0
Germaine de Randamie,Julie Kedzie,Germaine de Randamie,2013-07-27,1,0,-3,3,2.5,1.230769,10.15999,-10.15999,0,0,12.34,-12.34,231,291,14,29,-15,15,1.26923072338104,-1.26923072338104,0,0,0,0,0,0,0,0,0,0,0,0
Bethe Correia,Julie Kedzie,Bethe Correia,2013-12-06,1,0,-2,2,1.833333,1.230769,0,0,0,0,-5.440002,5.440002,196,4,17,29,-12,12,0.602564096450806,-0.602564096450806,0,0,0,0,0,0,0,0,0,132,-132,132
Leah Letson,Julija Stoliarenko,Leah Letson,2018-11-30,1,0,1,-1,1.666667,1.375,0,0,20,-20,12.7,-12.7,178,2,8,19,-11,11,0.291666626930237,-0.291666626930237,0,0,0,0,0,0,0,0,0,0,0,0
Yana Santos,Julija Stoliarenko,Yana Santos,2020-08-08,1,0,3,-3,1.75,1.375,-2.539993,2.539993,10,-10,5.080002,-5.080002,796,21,22,19,3,-3,0.375,-0.375,0,0,0,0,0,0,0,0,0,617,-617,617
Julia Avila,Julija Stoliarenko,Julia Avila,2021-06-26,1,0,5,-5,4.5,1.375,0,0,10,-10,5.080002,-5.080002,211,212,11,19,-8,8,3.125,-3.125,0,0,0,0,0,0,0,0,287,322,-35,35
Alexis Davis,Julija Stoliarenko,Alexis Davis,2022-02-05,1,0,9,-9,1.909091,1.375,-2.539993,2.539993,10,-10,5.080002,-5.080002,549,0,32,19,13,-13,0.534090876579285,-0.534090876579285,0,0,1,0,0,0,1,-1,238,224,14,-14
Jessica-Rose Clark,Julija Stoliarenko,Julija Stoliarenko,2022-07-02,0,1,5,-5,1.222222,1.375,-5.079987,5.079987,10,-10,-5.080002,5.080002,0,17,20,19,1,-1,-0.152777791023254,0.152777791023254,0,0,0,0,0,0,0,0,133,147,-14,14
Chelsea Chandler,Julija Stoliarenko,Chelsea Chandler,2022-10-01,1,0,2,-2,2.5,1.375,2.540009,-2.540009,20,-20,5.080002,-5.080002,125,19,7,19,-12,12,1.125,-1.125,0,1,0,0,-1,1,0,0,0,91,-91,91
Molly McCann,Julija Stoliarenko,Julija Stoliarenko,2023-07-22,0,1,3,-3,2.166667,1.375,-7.619995,7.619995,0,0,-10.16,10.16,7,19,19,19,0,0,0.791666746139526,-0.791666746139526,1,0,0,1,1,-1,-1,1,686,294,392,-392
TJ Grant,Julio Paulino,TJ Grant,2010-09-25,1,0,-8,8,4.2,4.6,-5.080002,5.080002,-15,15,-2.119995,2.119995,540,192,26,28,-2,2,-0.400000095367432,0.400000095367432,0,0,0,0,0,0,0,0,140,0,140,-140
Mark Eddiva,Jumabieke Tuerxun,Mark Eddiva,2014-03-01,1,0,1,-1,2,4.75,2.540009,-2.540009,10,-10,-0.2799988,0.2799988,620,50,9,23,-14,14,-2.75,2.75,0,0,0,0,0,0,0,0,0,0,0,0
Leandro Issa,Jumabieke Tuerxun,Leandro Issa,2014-07-06,1,0,2,-2,2.166667,4.75,0,0,0,0,2.259995,-2.259995,206,63,19,23,-4,4,-2.58333325386047,2.58333325386047,0,0,0,0,0,0,0,0,0,127,-127,127
Marcus Brimage,Jumabieke Tuerxun,Marcus Brimage,2014-11-07,1,0,1,-1,1,4.75,-7.619995,7.619995,0,0,7.339996,-7.339996,2,0,14,23,-9,9,-3.75,3.75,0,0,1,0,0,0,1,-1,125,124,1,-1
Shane Carwin,Junior Dos Santos,Junior Dos Santos,2011-06-11,0,1,9,-9,6,2.333333,-5.079987,5.079987,27,-27,7.619995,-7.619995,56,44,14,30,-16,16,3.66666674613953,-3.66666674613953,0,0,0,0,0,0,0,0,343,0,343,-343
Curtis Blaydes,Junior Dos Santos,Curtis Blaydes,2020-01-25,1,0,-7,7,4.25,2.333333,0,0,27,-27,7.619995,-7.619995,19,0,21,30,-9,9,1.91666674613953,-1.91666674613953,1,1,2,0,0,0,2,-2,308,3150,-2842,2842
Parker Porter,Junior Tafa,Junior Tafa,2023-08-26,0,1,12,-12,1.555556,5,-7.619995,7.619995,25,-25,0,0,17,4,23,6,17,-17,-3.44444441795349,3.44444441795349,1,0,1,0,1,-1,1,-1,112,0,112,-112
Anthony Hernandez,JunYong Park,Anthony Hernandez,2019-08-31,1,0,-3,3,5.5,3.4,5.080002,-5.080002,0,0,5.080002,-5.080002,272,16,13,22,-9,9,2.09999990463257,-2.09999990463257,0,0,0,0,0,0,0,0,210,0,210,-210
Marc-Andre Barriault,JunYong Park,JunYong Park,2019-12-21,0,1,1,-1,2.666667,3.4,7.619995,-7.619995,0,0,2.540009,-2.540009,7,208,22,22,0,0,-0.733333349227905,0.733333349227905,0,0,0,0,0,0,0,0,147,112,35,-35
Tafon Nchukwi,JunYong Park,JunYong Park,2021-05-08,0,1,-4,4,1.5,3.4,5.080002,-5.080002,0,0,10.16,-10.16,34,229,10,22,-12,12,-1.90000009536743,1.90000009536743,1,1,0,0,0,0,0,0,140,504,-364,364
Eryk Anders,JunYong Park,JunYong Park,2022-05-21,0,1,4,-4,1.875,3.4,7.619995,-7.619995,0,0,5.080002,-5.080002,285,31,23,22,1,-1,-1.52500009536743,1.52500009536743,0,2,1,0,-2,2,1,-1,161,378,-217,217
Joseph Holmes,JunYong Park,JunYong Park,2022-10-29,0,1,-4,4,2,3.4,15.23999,-15.23999,0,0,17.78,-17.78,39,277,12,22,-10,10,-1.40000009536743,1.40000009536743,0,3,0,0,-3,3,0,0,287,161,126,-126
Albert Duraev,JunYong Park,JunYong Park,2023-07-15,0,1,2,-2,3.2,3.4,2.539993,-2.539993,0,0,5.080002,-5.080002,74,119,21,22,-1,1,-0.200000047683716,0.200000047683716,2,4,0,0,-2,2,0,0,112,259,-147,147
John Dodson,Jussier Formiga,John Dodson,2012-10-05,1,0,1,-1,1.833333,2.875,-5.080002,5.080002,10,-10,-2.539993,2.539993,18,0,34,31,3,-3,-1.04166662693024,1.04166662693024,1,0,0,0,1,-1,0,0,153,0,153,-153
Chris Cariaso,Jussier Formiga,Jussier Formiga,2013-05-18,0,1,3,-3,2.125,2.875,-5.080002,5.080002,0,0,-7.619995,7.619995,81,530,25,31,-6,6,-0.75,0.75,0,0,0,1,0,0,-1,1,140,225,-85,85
Joseph Benavidez,Jussier Formiga,Joseph Benavidez,2013-09-04,1,0,1,-1,3.5,2.875,-2.540009,2.540009,0,0,-5.079987,5.079987,5,0,36,31,5,-5,0.625,-0.625,2,1,0,1,1,-1,-1,1,137,109,28,-28
Henry Cejudo,Jussier Formiga,Henry Cejudo,2015-11-21,1,0,-2,2,5.333333,2.875,-2.540009,2.540009,10,-10,-7.619995,7.619995,76,0,19,31,-12,12,2.45833349227905,-2.45833349227905,1,0,0,2,1,-1,-2,2,343,808,-465,465
Ray Borg,Jussier Formiga,Ray Borg,2017-03-11,1,0,-8,8,2.6,2.875,-2.540009,2.540009,10,-10,-10.15999,10.15999,262,205,18,31,-13,13,-0.275000095367432,0.275000095367432,1,0,0,2,1,-1,-2,2,71,476,-405,405
Deiveson Figueiredo,Jussier Formiga,Jussier Formiga,2019-03-23,0,1,-2,2,7,2.875,0,0,0,0,2.540009,-2.540009,11,401,24,31,-7,7,4.125,-4.125,2,0,0,2,2,-2,-2,2,210,742,-532,532
Joseph Benavidez,Jussier Formiga,Joseph Benavidez,2019-06-29,1,0,0,0,3.5,2.875,-2.540009,2.540009,0,0,-5.079987,5.079987,123,26,36,31,5,-5,0.625,-0.625,2,1,1,2,1,-1,-1,1,161,98,63,-63
Paul Buentello,Justin Eilers,Paul Buentello,2005-02-05,1,0,5,-5,2.058824,2.714286,2.540009,-2.540009,10,-10,7.580002,-7.580002,3,78,52,26,26,-26,-0.655462026596069,0.655462026596069,0,0,0,0,0,0,0,0,0,0,0,0
Andrei Arlovski,Justin Eilers,Andrei Arlovski,2005-06-04,1,0,0,0,1.545455,2.714286,5.080002,-5.080002,5,-5,7.580002,-7.580002,7,0,56,26,30,-30,-1.16883111000061,1.16883111000061,4,0,2,1,4,-4,1,-1,119,119,0,0
Juan Espino,Justin Frazier,Juan Espino,2018-11-30,1,0,9,-9,5.5,3.333333,7.619995,-7.619995,-10,10,12.7,-12.7,201,0,13,13,0,0,2.16666674613953,-2.16666674613953,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Alvarez,Justin Gaethje,Eddie Alvarez,2017-12-02,1,0,4,-4,4.833333,6.25,-5.080002,5.080002,0,0,-2.540009,2.540009,20,6,35,29,6,-6,-1.41666650772095,1.41666650772095,0,0,1,0,0,0,1,-1,385,0,385,-385
Edson Barboza,Justin Gaethje,Justin Gaethje,2019-03-30,0,1,3,-3,2.090909,6.25,0,0,-10,10,12.7,-12.7,0,44,34,29,5,-5,-4.15909099578857,4.15909099578857,1,0,2,1,1,-1,1,-1,105,483,-378,378
Donald Cerrone,Justin Gaethje,Justin Gaethje,2019-09-14,0,1,6,-6,2.117647,6.25,5.080002,-5.080002,0,0,7.619995,-7.619995,0,4,53,29,24,-24,-4.13235282897949,4.13235282897949,0,1,5,1,-1,1,4,-4,98,168,-70,70
Tony Ferguson,Justin Gaethje,Justin Gaethje,2020-05-09,0,1,5,-5,2.888889,6.25,0,0,0,0,15.23999,-15.23999,0,0,35,29,6,-6,-3.36111116409302,3.36111116409302,8,2,0,1,6,-6,-1,1,581,238,343,-343
Michael Chandler,Justin Gaethje,Justin Gaethje,2021-11-06,0,1,3,-3,2.875,6.25,-7.619995,7.619995,0,0,2.539993,-2.539993,3,97,31,29,2,-2,-3.375,3.375,0,3,1,1,-3,3,0,0,175,546,-371,371
Rafael Fiziev,Justin Gaethje,Justin Gaethje,2023-03-18,0,1,-4,4,4,6.25,-7.619995,7.619995,0,0,2.539993,-2.539993,0,5,15,29,-14,14,-2.25,2.25,4,4,1,1,0,0,0,0,469,497,-28,28
Clay Guida,Justin James,Clay Guida,2006-10-14,1,0,-5,5,1.9,1.857143,-7.62001,7.62001,0,0,-2.199997,2.199997,452,26,58,20,38,-38,4.28571701049805e-02,-4.28571701049805e-02,0,0,0,0,0,0,0,0,0,0,0,0
Frank Camacho,Justin Jaynes,Justin Jaynes,2020-06-20,0,1,1,-1,2.2,2,7.62001,-7.62001,10,-10,12.7,-12.7,0,3,32,24,8,-8,0.200000047683716,-0.200000047683716,0,0,1,0,0,0,1,-1,238,0,238,-238
Gabriel Benitez,Justin Jaynes,Gabriel Benitez,2020-12-05,1,0,1,-1,2.090909,2,2.540009,-2.540009,10,-10,7.619995,-7.619995,0,0,34,24,10,-10,9.09090042114258e-02,-9.09090042114258e-02,0,1,2,0,-1,1,2,-2,206,168,38,-38
Corey Anderson,Justin Jones,Corey Anderson,2014-12-06,1,0,-2,2,2.8,4.5,10.16,-10.16,20,-20,17.66,-17.66,528,0,19,11,8,-8,-1.70000004768372,1.70000004768372,1,0,0,0,1,-1,0,0,153,0,153,-153
John Cofer,Justin Lawrence,Justin Lawrence,2012-06-01,0,1,6,-6,2,2.5,2.539993,-2.539993,10,-10,7.820007,-7.820007,52,53,12,14,-2,2,-0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0
Max Holloway,Justin Lawrence,Max Holloway,2012-08-11,1,0,-2,2,3.571429,2.5,7.619995,-7.619995,0,0,5.080002,-5.080002,5,9,32,14,18,-18,1.07142853736877,-1.07142853736877,1,1,0,0,0,0,0,0,71,71,0,0
Mark Godbeer,Justin Ledet,Justin Ledet,2016-11-19,0,1,4,-4,3.25,2.25,0,0,35,-35,-7.619995,7.619995,10,75,17,13,4,-4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
Azunna Anyanwu,Justin Ledet,Justin Ledet,2017-09-16,0,1,8,-8,2.8,2.25,-7.619995,7.619995,46,-46,-14.06999,14.06999,0,0,19,13,6,-6,0.549999952316284,-0.549999952316284,0,1,0,0,-1,1,0,0,0,301,-301,301
Aleksa Camur,Justin Ledet,Aleksa Camur,2020-01-18,1,0,-7,7,2,2.25,-7.619995,7.619995,0,0,-15.23999,15.23999,0,74,9,13,-4,4,-0.25,0.25,0,2,0,0,-2,2,0,0,0,854,-854,854
Dustin Jacoby,Justin Ledet,Dustin Jacoby,2020-10-31,1,0,0,0,2.714286,2.25,-2.539993,2.539993,0,0,-10.16,10.16,11,0,26,13,13,-13,0.464285612106323,-0.464285612106323,0,0,0,0,0,0,0,0,3290,287,3003,-3003
Eric Martin,Justin Martin,Justin Martin,1997-02-07,0,1,,,0,1.333333,,,,,-10,10,0,0,1,7,-6,6,-1.33333337306976,1.33333337306976,0,0,0,0,0,0,0,0,0,0,0,0
Antoni Hardonk,Justin McCully,Justin McCully,2007-04-05,0,1,0,0,1.333333,2.2,7.619995,-7.619995,20,-20,12.7,-12.7,0,810,14,16,-2,2,-0.866666674613953,0.866666674613953,1,0,0,0,1,-1,0,0,138,0,138,-138
Gabriel Gonzaga,Justin McCully,Gabriel Gonzaga,2008-07-05,1,0,-3,3,1.545455,2.2,2.540009,-2.540009,17,-17,7.619995,-7.619995,76,0,28,16,12,-12,-0.654545545578003,0.654545545578003,0,1,1,0,-1,1,1,-1,168,457,-289,289
Anton Kuivanen,Justin Salas,Justin Salas,2012-02-15,0,1,-2,2,2.4,1.714286,0,0,0,0,5.080002,-5.080002,1,254,34,19,15,-15,0.685714364051819,-0.685714364051819,0,0,0,0,0,0,0,0,0,0,0,0
Tim Means,Justin Salas,Tim Means,2012-06-08,1,0,-2,2,2.2,1.714286,15.24001,-15.24001,15,-15,12.7,-12.7,19,0,48,19,29,-29,0.485714316368103,-0.485714316368103,0,1,0,0,-1,1,0,0,0,114,-114,114
Aaron Riley,Justin Salas,Justin Salas,2013-07-27,0,1,1,-1,2.142857,1.714286,0,0,0,0,-2.540009,2.540009,0,30,44,19,25,-25,0.428571343421936,-0.428571343421936,0,0,0,1,0,0,-1,1,0,414,-414,414
Joe Proctor,Justin Salas,Joe Proctor,2014-07-16,1,0,-4,4,2.2,1.714286,5.080002,-5.080002,0,0,5.080002,-5.080002,7,36,16,19,-3,3,0.485714316368103,-0.485714316368103,0,1,0,1,-1,1,-1,1,0,354,-354,354
Jason Saggo,Justin Salas,Jason Saggo,2016-03-05,1,0,-3,3,3,1.714286,7.619995,-7.619995,0,0,2.539993,-2.539993,141,41,16,19,-3,3,1.28571426868439,-1.28571426868439,1,0,0,2,1,-1,-2,2,630,598,32,-32
Will Campuzano,Justin Scoggins,Justin Scoggins,2014-03-15,0,1,6,-6,2.333333,2.2,5.080002,-5.080002,0,0,10.16,-10.16,0,595,20,16,4,-4,0.133333206176758,-0.133333206176758,0,0,0,0,0,0,0,0,119,0,119,-119
Dustin Ortiz,Justin Scoggins,Dustin Ortiz,2014-07-06,1,0,3,-3,2.375,2.2,-5.079987,5.079987,0,0,-2.539993,2.539993,443,283,27,16,11,-11,0.174999952316284,-0.174999952316284,0,1,0,0,-1,1,0,0,0,113,-113,113
John Moraga,Justin Scoggins,John Moraga,2014-09-05,1,0,8,-8,2.714286,2.2,-2.539993,2.539993,0,0,0,0,0,271,26,16,10,-10,0.514285564422607,-0.514285564422607,1,0,0,0,1,-1,0,0,233,61,172,-172
Josh Sampo,Justin Scoggins,Justin Scoggins,2015-05-23,0,1,7,-7,2.2,2.2,-7.619995,7.619995,0,0,-5.080002,5.080002,87,31,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,260,-260,260
Ray Borg,Justin Scoggins,Justin Scoggins,2016-02-06,0,1,-1,1,2.6,2.2,-7.619995,7.619995,10,-10,-7.619995,7.619995,63,434,18,16,2,-2,0.399999856948853,-0.399999856948853,3,1,0,0,2,-2,0,0,182,259,-77,77
Pedro Munhoz,Justin Scoggins,Pedro Munhoz,2016-11-19,1,0,6,-6,2.5,2.2,-2.539993,2.539993,10,-10,-2.539993,2.539993,8,7,28,16,12,-12,0.299999952316284,-0.299999952316284,0,2,0,0,-2,2,0,0,378,287,91,-91
Yuta Sasaki,Justin Scoggins,Yuta Sasaki,2017-06-17,1,0,2,-2,3.5,2.2,7.62001,-7.62001,0,0,12.7,-12.7,68,330,27,16,11,-11,1.29999995231628,-1.29999995231628,0,0,0,0,0,0,0,0,0,210,-210,210
Said Nurmagomedov,Justin Scoggins,Said Nurmagomedov,2018-07-14,1,0,0,0,5.666667,2.2,2.540009,-2.540009,10,-10,10.16,-10.16,120,0,20,16,4,-4,3.46666646003723,-3.46666646003723,0,0,0,0,0,0,0,0,0,392,-392,392
Yorgan De Castro,Justin Tafa,Yorgan De Castro,2019-10-05,1,0,7,-7,2,2.333333,0,0,-14,14,0,0,12,69,9,10,-1,1,-0.333333253860474,0.333333253860474,0,0,0,0,0,0,0,0,0,0,0,0
Juan Adams,Justin Tafa,Justin Tafa,2020-02-08,0,1,2,-2,1.666667,2.333333,12.7,-12.7,1,-1,15.23999,-15.23999,0,2,8,10,-2,2,-0.666666626930237,0.666666626930237,0,0,1,1,0,0,0,0,203,126,77,-77
Carlos Felipe,Justin Tafa,Carlos Felipe,2021-01-16,1,0,-1,1,5.5,2.333333,0,0,-19,19,2.539993,-2.539993,41,113,13,10,3,-3,3.16666674613953,-3.16666674613953,0,1,0,1,-1,1,-1,1,182,343,-161,161
Harry Hunsucker,Justin Tafa,Justin Tafa,2021-12-18,0,1,4,-4,1.166667,2.333333,5.080002,-5.080002,-59,59,2.539993,-2.539993,0,62,13,10,3,-3,-1.16666662693024,1.16666662693024,0,0,1,1,0,0,0,0,273,336,-63,63
Parker Porter,Justin Tafa,Justin Tafa,2023-02-11,0,1,8,-8,1.555556,2.333333,0,0,1,-1,2.539993,-2.539993,0,0,23,10,13,-13,-0.777777671813965,0.777777671813965,1,1,0,1,0,0,-1,1,539,420,119,-119
Austen Lane,Justin Tafa,Justin Tafa,2023-09-09,0,1,6,-6,3,2.333333,15.23999,-15.23999,-19,19,15.23999,-15.23999,0,5,16,10,6,-6,0.666666746139526,-0.666666746139526,0,2,0,1,-2,2,-1,1,0,210,-210,210
