l_FullName,r_FullName,w_FullName,l_win,r_win,l_seniority,l_w/l_ratio,l_height_dif_cm,l_weight_dif_lb,l_reach_dif_cm,l_total_fights_dif,l_stance_pair,r_seniority,r_w/l_ratio,r_height_dif_cm,r_weight_dif_lb,r_reach_dif_cm,r_total_fights_dif,r_stance_pair,weight_class,l_win_difference,r_win_difference
Chidi Njokuani,Michal Oleksiejczuk,Michal Oleksiejczuk,0,1,6,2.2,7.619995,0,15.23999,7,Orthodox vs Southpaw,-6,3.166667,-7.619995,0,-15.23999,-7,Southpaw vs Orthodox,Middleweight,-0.966666698455811,0.966666698455811
Chris Avila,Enrique Barzola,Enrique Barzola,0,1,-4,1.25,7.62001,0,3.559998,-13,Orthodox vs Orthodox,4,3.4,-7.62001,0,-3.559998,13,Orthodox vs Orthodox,Featherweight,-2.15000009536743,2.15000009536743
Chris Avila,Artem Lobov,Artem Lobov,0,1,-7,1.25,2.540009,0,16.25999,-19,Orthodox vs Southpaw,7,0.8666667,-2.540009,0,-16.25999,19,Southpaw vs Orthodox,Featherweight,0.383333325386047,-0.383333325386047
Chris Barnett,Jake Collier,Chris Barnett,1,0,3,2.875,-15.24001,35,-7.619995,8,Orthodox vs Orthodox,-3,1.3,15.24001,-35,7.619995,-8,Orthodox vs Orthodox,Heavyweight,1.57500004768372,-1.57500004768372
Chris Barnett,Gian Villante,Chris Barnett,1,0,-1,2.875,-15.24001,35,-2.539993,0,Orthodox vs Orthodox,1,1.214286,15.24001,-35,2.539993,0,Orthodox vs Orthodox,Heavyweight,1.66071426868439,-1.66071426868439
Chris Barnett,Ben Rothwell,Ben Rothwell,0,1,-5,2.875,-17.78,0,-7.619995,-22,Orthodox vs Orthodox,5,2.785714,17.78,0,7.619995,22,Orthodox vs Orthodox,Heavyweight,8.92856121063232e-02,-8.92856121063232e-02
Chris Barnett,Martin Buday,Martin Buday,0,1,5,2.875,-17.78,0,-5.080002,17,Orthodox vs Orthodox,-5,13,17.78,0,5.080002,-17,Orthodox vs Orthodox,Heavyweight,-10.125,10.125
Chris Beal,Chris Kelades,Chris Kelades,0,1,-4,2,0,0,2.539993,3,Orthodox vs Orthodox,4,3,0,0,-2.539993,-3,Orthodox vs Orthodox,Flyweight,-1,1
Chris Beal,Patrick Williams,Chris Beal,1,0,-4,2,-2.540009,-10,-10.16,1,Orthodox vs Orthodox,4,1.333333,2.540009,10,10.16,-1,Orthodox vs Orthodox,Bantamweight,0.666666626930237,-0.666666626930237
Chris Beal,Neil Seery,Neil Seery,0,1,-6,2,7.619995,0,12.7,-14,Orthodox vs Orthodox,6,1.230769,-7.619995,0,-12.7,14,Orthodox vs Orthodox,Flyweight,0.769230723381042,-0.769230723381042
Chris Beal,Tateki Matsuda,Chris Beal,1,0,1,2,0,0,9.259995,-6,Orthodox vs Orthodox,-1,1.625,0,0,-9.259995,6,Orthodox vs Orthodox,Bantamweight,0.375,-0.375
Chris Beal,Joe Soto,Joe Soto,0,1,1,2,2.539993,-10,10.15999,-10,Orthodox vs Orthodox,-1,2.571429,-2.539993,10,-10.15999,10,Orthodox vs Orthodox,Bantamweight,-0.571428537368774,0.571428537368774
Chris Brennan,Gil Castillo,Gil Castillo,0,1,-6,1.615385,-2.539993,0,-5,21,Orthodox vs Southpaw,6,1.6,2.539993,0,5,-21,Southpaw vs Orthodox,Welterweight,1.53845548629761e-02,-1.53845548629761e-02
Chris Brennan,Courtney Turner,Chris Brennan,1,0,,1.615385,-15.24001,0,-16,31,"Orthodox vs ",,0,15.24001,0,16,-31," vs Orthodox",Lightweight,1.61538457870483,-1.61538457870483
Chris Brennan,Pat Miletich,Pat Miletich,0,1,-4,1.615385,-5.080002,0,-5,-2,Orthodox vs Orthodox,4,4.142857,5.080002,0,5,2,Orthodox vs Orthodox,Lightweight,-2.52747249603271,2.52747249603271
Chris Camozzi,Bruno Santos,Bruno Santos,0,1,1,1.846154,12.70001,0,12.5,20,Orthodox vs Orthodox,-1,7.5,-12.70001,0,-12.5,-20,Orthodox vs Orthodox,Middleweight,-5.65384614467621,5.65384614467621
Chris Camozzi,Dustin Jacoby,Chris Camozzi,1,0,2,1.846154,-2.539993,-20,-2.539993,11,Orthodox vs Orthodox,-2,2.714286,2.539993,20,2.539993,-11,Orthodox vs Orthodox,Middleweight,-0.868131756782532,0.868131756782532
Chris Camozzi,Dongi Yang,Chris Camozzi,1,0,-2,1.846154,10.16,0,5.080002,21,Orthodox vs Southpaw,2,4.333333,-10.16,0,-5.080002,-21,Southpaw vs Orthodox,Middleweight,-2.48717963695526,2.48717963695526
Chris Camozzi,Luiz Cane,Chris Camozzi,1,0,-6,1.846154,0,0,-5.080002,13,Orthodox vs Southpaw,6,2.428571,0,0,5.080002,-13,Southpaw vs Orthodox,Middleweight,-0.582417607307434,0.582417607307434
Chris Camozzi,Trevor Smith,Trevor Smith,0,1,-6,1.846154,-2.539993,0,0,12,Orthodox vs Orthodox,6,1.5,2.539993,0,0,-12,Orthodox vs Orthodox,Middleweight,0.346153855323792,-0.346153855323792
Chris Camozzi,Daniel Kelly,Daniel Kelly,0,1,-9,1.846154,5.080002,0,12.7,20,Orthodox vs Southpaw,9,3.25,-5.080002,0,-12.7,-20,Southpaw vs Orthodox,Middleweight,-1.40384614467621,1.40384614467621
Chris Camozzi,Nick Catone,Chris Camozzi,1,0,-5,1.846154,5.080002,0,7.619995,23,Orthodox vs Southpaw,5,2.5,-5.080002,0,-7.619995,-23,Southpaw vs Orthodox,Middleweight,-0.653846144676208,0.653846144676208
Chris Camozzi,Tom Watson,Chris Camozzi,1,0,-5,1.846154,2.540009,0,5.080002,11,Orthodox vs Orthodox,5,1.888889,-2.540009,0,-5.080002,-11,Orthodox vs Orthodox,Middleweight,-4.27349805831909e-02,4.27349805831909e-02
Chris Camozzi,Francis Carmont,Francis Carmont,0,1,-6,1.846154,-2.539993,-20,-7.619995,0,Orthodox vs Orthodox,6,2.083333,2.539993,20,7.619995,0,Orthodox vs Orthodox,Middleweight,-0.237179398536682,0.237179398536682
Chris Camozzi,Rafael Natal,Rafael Natal,0,1,-4,1.846154,5.080002,0,-5.080002,7,Orthodox vs Orthodox,4,2.333333,-5.080002,0,5.080002,-7,Orthodox vs Orthodox,Middleweight,-0.487179398536682,0.487179398536682
Chris Camozzi,Joe Riggs,Chris Camozzi,1,0,-4,1.846154,5.080002,0,12.7,-24,Orthodox vs Southpaw,4,2.588235,-5.080002,0,-12.7,24,Southpaw vs Orthodox,Middleweight,-0.742081522941589,0.742081522941589
Chris Camozzi,Jacare Souza,Jacare Souza,0,1,-7,1.846154,2.540009,0,7.619995,1,Orthodox vs Orthodox,7,2.6,-2.540009,0,-7.619995,-1,Orthodox vs Orthodox,Middleweight,-0.753846049308777,0.753846049308777
Chris Camozzi,Jacare Souza,Jacare Souza,0,1,-7,1.846154,2.540009,0,7.619995,1,Orthodox vs Orthodox,7,2.6,-2.540009,0,-7.619995,-1,Orthodox vs Orthodox,Middleweight,-0.753846049308777,0.753846049308777
Chris Camozzi,Nick Ring,Chris Camozzi,1,0,-8,1.846154,5.080002,0,2.539993,19,Orthodox vs Southpaw,8,3.5,-5.080002,0,-2.539993,-19,Southpaw vs Orthodox,Middleweight,-1.65384614467621,1.65384614467621
Chris Camozzi,Kyle Noke,Kyle Noke,0,1,-6,1.846154,2.540009,15,-2.539993,5,Orthodox vs Southpaw,6,2.2,-2.540009,-15,2.539993,-5,Southpaw vs Orthodox,Middleweight,-0.353846192359924,0.353846192359924
Chris Camozzi,Lorenz Larkin,Lorenz Larkin,0,1,-1,1.846154,7.62001,15,7.619995,13,Orthodox vs Orthodox,1,3,-7.62001,-15,-7.619995,-13,Orthodox vs Orthodox,Middleweight,-1.15384614467621,1.15384614467621
Chris Camozzi,Thales Leites,Thales Leites,0,1,-5,1.846154,2.540009,0,-7.619995,0,Orthodox vs Orthodox,5,3.111111,-2.540009,0,7.619995,0,Orthodox vs Orthodox,Middleweight,-1.26495730876923,1.26495730876923
Chris Camozzi,Vitor Miranda,Chris Camozzi,1,0,-8,1.846154,2.540009,0,-5.080002,20,Orthodox vs Orthodox,8,2.4,-2.540009,0,5.080002,-20,Orthodox vs Orthodox,Middleweight,-0.55384624004364,0.55384624004364
Chris Camozzi,James Hammortree,Chris Camozzi,1,0,-3,1.846154,-2.539993,0,-2.5,28,Orthodox vs Orthodox,3,2,2.539993,0,2.5,-28,Orthodox vs Orthodox,Middleweight,-0.153846144676208,0.153846144676208
Chris Cariaso,Henry Cejudo,Henry Cejudo,0,1,5,2.125,-2.539993,-10,0,6,Southpaw vs Orthodox,-5,5.333333,2.539993,10,0,-6,Orthodox vs Southpaw,Flyweight,-3.20833349227905,3.20833349227905
Chris Cariaso,Louis Smolka,Chris Cariaso,1,0,10,2.125,-15.23999,-10,-10.16,-1,Southpaw vs Orthodox,-10,1.888889,15.23999,10,10.16,1,Orthodox vs Southpaw,Flyweight,0.236111164093018,-0.236111164093018
Chris Cariaso,Takeya Mizugaki,Chris Cariaso,1,0,2,2.125,-10.15999,-10,-12.7,-7,Southpaw vs Orthodox,-2,1.909091,10.15999,10,12.7,7,Orthodox vs Southpaw,Bantamweight,0.215909123420715,-0.215909123420715
Chris Cariaso,Michael McDonald,Michael McDonald,0,1,10,2.125,-15.23999,-10,-15.24001,4,Southpaw vs Orthodox,-10,4.25,15.23999,10,15.24001,-4,Orthodox vs Southpaw,Bantamweight,-2.125,2.125
Chris Cariaso,Iliarde Santos,Chris Cariaso,1,0,-1,2.125,-5.080002,0,-7.619995,-18,Southpaw vs Orthodox,1,2.307692,5.080002,0,7.619995,18,Orthodox vs Southpaw,Flyweight,-0.182692289352417,0.182692289352417
Chris Cariaso,John Moraga,John Moraga,0,1,3,2.125,-7.619995,0,-5.080002,-1,Southpaw vs Orthodox,-3,2.714286,7.619995,0,5.080002,1,Orthodox vs Southpaw,Flyweight,-0.589285612106323,0.589285612106323
Chris Cariaso,Josh Ferguson,Chris Cariaso,1,0,7,2.125,-5.080002,0,-5.440002,10,Southpaw vs Orthodox,-7,2,5.080002,0,5.440002,-10,Orthodox vs Southpaw,Flyweight,0.125,-0.125
Chris Cariaso,Demetrious Johnson,Demetrious Johnson,0,1,5,2.125,0,0,-5.080002,-5,Southpaw vs Orthodox,-5,9,0,0,5.080002,5,Orthodox vs Southpaw,Flyweight,-6.875,6.875
Chris Cariaso,Jussier Formiga,Jussier Formiga,0,1,3,2.125,-5.080002,0,-7.619995,-6,Southpaw vs Orthodox,-3,2.875,5.080002,0,7.619995,6,Orthodox vs Southpaw,Flyweight,-0.75,0.75
Chris Cariaso,Vaughan Lee,Chris Cariaso,1,0,1,2.125,-7.619995,0,-5.080002,-2,Southpaw vs Orthodox,-1,1.076923,7.619995,0,5.080002,2,Orthodox vs Southpaw,Bantamweight,1.04807686805725,-1.04807686805725
Chris Cariaso,Sergio Pettis,Sergio Pettis,0,1,12,2.125,-7.619995,0,-12.7,2,Southpaw vs Orthodox,-12,3.6,7.619995,0,12.7,-2,Orthodox vs Southpaw,Flyweight,-1.47499990463257,1.47499990463257
Chris Cariaso,Danny Martinez,Chris Cariaso,1,0,4,2.125,-7.619995,0,-7.619995,-4,Southpaw vs Orthodox,-4,2.625,7.619995,0,7.619995,4,Orthodox vs Southpaw,Flyweight,-0.5,0.5
Chris Clements,Stephen Thompson,Stephen Thompson,0,1,7,2,-5.080002,0,-12.7,-5,Orthodox vs Orthodox,-7,2.833333,5.080002,0,12.7,5,Orthodox vs Orthodox,Welterweight,-0.833333253860474,0.833333253860474
Chris Clements,Vik Grujic,Chris Clements,1,0,1,2,-2.539993,0,-7.619995,6,Orthodox vs Orthodox,-1,1,2.539993,0,7.619995,-6,Orthodox vs Orthodox,Welterweight,1,-1
Chris Clements,Keith Wisniewski,Chris Clements,1,0,6,2,-5.080002,0,-7.199997,-25,Orthodox vs Orthodox,-6,1.866667,5.080002,0,7.199997,25,Orthodox vs Orthodox,Welterweight,0.133333325386047,-0.133333325386047
Chris Clements,Nordine Taleb,Nordine Taleb,0,1,6,2,-7.619995,0,-10.16,-4,Orthodox vs Orthodox,-6,2.142857,7.619995,0,10.16,4,Orthodox vs Orthodox,Welterweight,-0.142857074737549,0.142857074737549
Chris Condo,Ron Waterman,Ron Waterman,0,1,,0,-5.080002,55,-5,-21,Orthodox vs Orthodox,,2.666667,5.080002,-55,5,21,Orthodox vs Orthodox,Heavyweight,-2.66666674613953,2.66666674613953
Chris Cope,Che Mills,Che Mills,0,1,-1,2,-2.539993,0,-10.15999,-14,Orthodox vs Orthodox,1,1.6,2.539993,0,10.15999,14,Orthodox vs Orthodox,Welterweight,0.399999976158142,-0.399999976158142
Chris Cope,"Chuck O'Neil",Chris Cope,1,0,3,2,-5.080002,0,2.880005,-14,"Orthodox vs ",-3,1.888889,5.080002,0,-2.880005,14," vs Orthodox",Welterweight,0.111111164093018,-0.111111164093018
Chris Curtis,Phil Hawes,Chris Curtis,1,0,2,3,-5.080002,0,-5.080002,23,Orthodox vs Orthodox,-2,2.4,5.080002,0,5.080002,-23,Orthodox vs Orthodox,Middleweight,0.599999904632568,-0.599999904632568
Chris Curtis,Jack Hermansson,Jack Hermansson,0,1,1,3,-7.619995,0,-5.080002,9,Orthodox vs Orthodox,-1,2.875,7.619995,0,5.080002,-9,Orthodox vs Orthodox,Middleweight,0.125,-0.125
Chris Curtis,Rodolfo Vieira,Chris Curtis,1,0,2,3,-5.080002,0,5.080002,29,Orthodox vs Orthodox,-2,4.5,5.080002,0,-5.080002,-29,Orthodox vs Orthodox,Middleweight,-1.5,1.5
Chris Curtis,Kelvin Gastelum,Kelvin Gastelum,0,1,4,3,2.540009,15,10.16,14,Orthodox vs Southpaw,-4,2.25,-2.540009,-15,-10.16,-14,Southpaw vs Orthodox,Middleweight,0.75,-0.75
Chris Daukaus,Rodrigo Nascimento,Chris Daukaus,1,0,4,1.714286,2.539993,-41,-10.16,9,Orthodox vs Orthodox,-4,9,-2.539993,41,10.16,-9,Orthodox vs Orthodox,Heavyweight,-7.28571426868439,7.28571426868439
Chris Daukaus,Aleksei Oleinik,Chris Daukaus,1,0,-12,1.714286,2.539993,-35,-10.16,-58,Orthodox vs Orthodox,12,3.529412,-2.539993,35,10.16,58,Orthodox vs Orthodox,Heavyweight,-1.81512606143951,1.81512606143951
Chris Daukaus,Khalil Rountree Jr.,Khalil Rountree Jr.,0,1,0,1.714286,5.080002,0,0,1,Orthodox vs Southpaw,0,2.6,-5.080002,0,0,-1,Southpaw vs Orthodox,Light Heavyweight,-0.885714173316956,0.885714173316956
Chris Daukaus,Parker Porter,Chris Daukaus,1,0,-5,1.714286,7.619995,-60,2.539993,-4,Orthodox vs Orthodox,5,1.555556,-7.619995,60,-2.539993,4,Orthodox vs Orthodox,Heavyweight,0.158730149269104,-0.158730149269104
Chris Daukaus,Jairzinho Rozenstruik,Jairzinho Rozenstruik,0,1,-1,1.714286,2.539993,-37,-5.080002,1,Orthodox vs Orthodox,1,2.6,-2.539993,37,5.080002,-1,Orthodox vs Orthodox,Heavyweight,-0.885714173316956,0.885714173316956
Chris Daukaus,Derrick Lewis,Derrick Lewis,0,1,-4,1.714286,0,-55,-7.62001,-19,Orthodox vs Orthodox,4,2.454545,0,55,7.62001,19,Orthodox vs Orthodox,Heavyweight,-0.740259766578674,0.740259766578674
Chris de la Rocha,Daniel Omielanczuk,Daniel Omielanczuk,0,1,4,1.666667,7.619995,3,15.23999,-19,Orthodox vs Southpaw,-4,2.375,-7.619995,-3,-15.23999,19,Southpaw vs Orthodox,Heavyweight,-0.708333373069763,0.708333373069763
Chris de la Rocha,Adam Milstead,Adam Milstead,0,1,9,1.666667,0,45,10.16,-4,Orthodox vs Orthodox,-9,2,0,-45,-10.16,4,Orthodox vs Orthodox,Heavyweight,-0.333333373069763,0.333333373069763
Chris Dempsey,Ilir Latifi,Ilir Latifi,0,1,-5,2.2,0,-45,-2.539993,-10,Orthodox vs Orthodox,5,1.888889,0,45,2.539993,10,Orthodox vs Orthodox,Light Heavyweight,0.311111211776733,-0.311111211776733
Chris Dempsey,Jonathan Wilson,Jonathan Wilson,0,1,-1,2.2,-10.16,-20,-7.619995,6,Orthodox vs Southpaw,1,2.333333,10.16,20,7.619995,-6,Southpaw vs Orthodox,Light Heavyweight,-0.133333206176758,0.133333206176758
Chris Dempsey,Eddie Gordon,Chris Dempsey,1,0,-4,2.2,-5.080002,0,-10.15999,4,Orthodox vs Orthodox,4,2,5.080002,0,10.15999,-4,Orthodox vs Orthodox,Middleweight,0.200000047683716,-0.200000047683716
Chris Duncan,Omar Morales,Chris Duncan,1,0,-8,11,-2.539993,0,-5.080002,-3,Orthodox vs Orthodox,8,2.75,2.539993,0,5.080002,3,Orthodox vs Orthodox,Lightweight,8.25,-8.25
Chris Fishgold,Jared Gordon,Jared Gordon,0,1,-3,4.5,-2.539993,-10,0,-3,Orthodox vs Orthodox,3,3.166667,2.539993,10,0,3,Orthodox vs Orthodox,Featherweight,1.33333325386047,-1.33333325386047
Chris Fishgold,Calvin Kattar,Calvin Kattar,0,1,-4,4.5,-7.619995,0,-10.16,-8,Orthodox vs Orthodox,4,3.285714,7.619995,0,10.16,8,Orthodox vs Orthodox,Featherweight,1.21428561210632,-1.21428561210632
Chris Fishgold,Daniel Teymur,Chris Fishgold,1,0,-5,4.5,7.619995,0,-2.539993,11,Orthodox vs Orthodox,5,1.75,-7.619995,0,2.539993,-11,Orthodox vs Orthodox,Featherweight,2.75,-2.75
Chris Gruetzemacher,Chas Skelly,Chas Skelly,0,1,-1,3,-7.619995,10,-10.16,-2,Orthodox vs Orthodox,1,6.333333,7.619995,-10,10.16,2,Orthodox vs Orthodox,Featherweight,-3.33333349227905,3.33333349227905
Chris Gruetzemacher,Alexander Hernandez,Alexander Hernandez,0,1,6,3,-2.539993,10,-10.16,0,Orthodox vs Orthodox,-6,2.333333,2.539993,-10,10.16,0,Orthodox vs Orthodox,Lightweight,0.666666746139526,-0.666666746139526
Chris Gruetzemacher,Davi Ramos,Davi Ramos,0,1,0,3,5.080002,0,-5.080002,6,Orthodox vs Orthodox,0,2.5,-5.080002,0,5.080002,-6,Orthodox vs Orthodox,Lightweight,0.5,-0.5
Chris Gruetzemacher,Joe Lauzon,Chris Gruetzemacher,1,0,-2,3,-5.080002,0,-7.619995,-24,Orthodox vs Orthodox,2,1.75,5.080002,0,7.619995,24,Orthodox vs Orthodox,Lightweight,1.25,-1.25
Chris Gruetzemacher,Claudio Puelles,Claudio Puelles,0,1,10,3,-5.080002,0,-10.16,4,Orthodox vs Southpaw,-10,4.333333,5.080002,0,10.16,-4,Southpaw vs Orthodox,Lightweight,-1.33333349227905,1.33333349227905
Chris Gruetzemacher,Abner Lloveras,Chris Gruetzemacher,1,0,-4,3,-7.619995,0,-10.28,-9,"Orthodox vs ",4,2.222222,7.619995,0,10.28,9," vs Orthodox",Lightweight,0.777777671813965,-0.777777671813965
Chris Gutierrez,Vince Morales,Chris Gutierrez,1,0,0,3.8,0,0,-7.62001,6,Orthodox vs Orthodox,0,1.571429,0,0,7.62001,-6,Orthodox vs Orthodox,Featherweight,2.22857141494751,-2.22857141494751
Chris Gutierrez,Ryan MacDonald,Chris Gutierrez,1,0,1,3.8,-5.080002,0,-10.16,12,Orthodox vs Switch,-1,5,5.080002,0,10.16,-12,Switch vs Orthodox,Bantamweight,-1.20000004768372,1.20000004768372
Chris Gutierrez,Pedro Munhoz,Pedro Munhoz,0,1,-5,3.8,7.619995,0,5.079987,-4,Orthodox vs Orthodox,5,2.5,-7.619995,0,-5.079987,4,Orthodox vs Orthodox,Bantamweight,1.29999995231628,-1.29999995231628
Chris Haseman,Evan Tanner,Evan Tanner,0,1,2,1.176471,-2.540009,20,-3.960007,-3,Orthodox vs Orthodox,-2,4,2.540009,-20,3.960007,3,Orthodox vs Orthodox,Light Heavyweight,-2.82352936267853,2.82352936267853
Chris Heatherly,Augusto Montano,Augusto Montano,0,1,-4,2.25,-10.16,-15,-7.419998,-5,Orthodox vs Orthodox,4,5,10.16,15,7.419998,5,Orthodox vs Orthodox,Welterweight,-2.75,2.75
Chris Heatherly,Ben Saunders,Ben Saunders,0,1,-5,2.25,-12.70001,-15,-17.58,-22,Orthodox vs Orthodox,5,1.692308,12.70001,15,17.58,22,Orthodox vs Orthodox,Welterweight,0.557692289352417,-0.557692289352417
Chris Indich,Richard Walsh,Richard Walsh,0,1,1,1.5,-5.080002,0,-5.419998,-4," vs Orthodox",-1,1.8,5.080002,0,5.419998,4,"Orthodox vs ",Welterweight,-0.299999952316284,0.299999952316284
Chris Kelades,Sergio Pettis,Sergio Pettis,0,1,13,3,2.539993,0,-2.539993,-11,Orthodox vs Orthodox,-13,3.6,-2.539993,0,2.539993,11,Orthodox vs Orthodox,Flyweight,-0.599999904632568,0.599999904632568
Chris Leben,Anderson Silva,Anderson Silva,0,1,-6,2,-7.62001,0,-10.16,-12,Southpaw vs Southpaw,6,3.090909,7.62001,0,10.16,12,Southpaw vs Southpaw,Middleweight,-1.09090900421143,1.09090900421143
Chris Leben,Jorge Santiago,Chris Leben,1,0,1,2,-5.080002,15,-5.080002,-4,Southpaw vs Orthodox,-1,2.083333,5.080002,-15,5.080002,4,Orthodox vs Southpaw,Middleweight,-8.33332538604736e-02,8.33332538604736e-02
Chris Leben,Kalib Starnes,Kalib Starnes,0,1,-6,2,-10.16,0,-2.540009,5,Southpaw vs Orthodox,6,1.545455,10.16,0,2.540009,-5,Orthodox vs Southpaw,Middleweight,0.454545497894287,-0.454545497894287
Chris Leben,Jason Thacker,Chris Leben,1,0,-5,2,2.539993,0,5.419998,32,Southpaw vs Orthodox,5,0,-2.539993,0,-5.419998,-32,Orthodox vs Southpaw,Middleweight,2,-2
Chris Leben,Jake Rosholt,Jake Rosholt,0,1,2,2,-5.080002,0,-2.580002,16,Southpaw vs Orthodox,-2,2.4,5.080002,0,2.580002,-16,Orthodox vs Southpaw,Middleweight,-0.400000095367432,0.400000095367432
Chris Leben,Terry Martin,Chris Leben,1,0,1,2,7.619995,0,5.080002,-1,Southpaw vs Orthodox,-1,2.090909,-7.619995,0,-5.080002,1,Orthodox vs Southpaw,Middleweight,-9.09090042114258e-02,9.09090042114258e-02
Chris Leben,Brian Stann,Brian Stann,0,1,0,2,-5.080002,-20,-2.540009,15,Southpaw vs Orthodox,0,2,5.080002,20,2.540009,-15,Orthodox vs Southpaw,Middleweight,0,0
Chris Leben,Alessio Sakara,Chris Leben,1,0,1,2,-2.540009,0,2.539993,3,Southpaw vs Orthodox,-1,1.727273,2.540009,0,-2.539993,-3,Orthodox vs Southpaw,Middleweight,0.272727251052856,-0.272727251052856
Chris Leben,Wanderlei Silva,Chris Leben,1,0,-4,2,0,-20,-2.540009,-15,Southpaw vs Orthodox,4,2.692308,0,20,2.540009,15,Orthodox vs Southpaw,Middleweight,-0.692307710647583,0.692307710647583
Chris Leben,Mark Munoz,Mark Munoz,0,1,-2,2,-2.540009,0,5.080002,13,Southpaw vs Orthodox,2,2.333333,2.540009,0,-5.080002,-13,Orthodox vs Southpaw,Middleweight,-0.333333253860474,0.333333253860474
Chris Leben,Jason MacDonald,Jason MacDonald,0,1,-5,2,-10.16,0,-17.78,-8,Southpaw vs Orthodox,5,1.5625,10.16,0,17.78,8,Orthodox vs Southpaw,Middleweight,0.4375,-0.4375
Chris Leben,Aaron Simpson,Chris Leben,1,0,-6,2,-2.540009,15,0,16,Southpaw vs Orthodox,6,2.4,2.540009,-15,0,-16,Orthodox vs Southpaw,Middleweight,-0.400000095367432,0.400000095367432
Chris Leben,Jorge Rivera,Chris Leben,1,0,-8,2,-5.080002,0,0,4,Southpaw vs Orthodox,8,2.222222,5.080002,0,0,-4,Orthodox vs Southpaw,Middleweight,-0.222222328186035,0.222222328186035
Chris Leben,Jay Silva,Chris Leben,1,0,,2,-7.62001,0,-5.580002,12,Southpaw vs Southpaw,,0.9090909,7.62001,0,5.580002,-12,Southpaw vs Southpaw,Middleweight,1.09090906381607,-1.09090906381607
Chris Liguori,Keith Rockel,Keith Rockel,0,1,,1.5,-7.62001,0,3,9,Orthodox vs Orthodox,,3,7.62001,0,-3,-9,Orthodox vs Orthodox,Middleweight,-1.5,1.5
Chris Lytle,Joe Riggs,Joe Riggs,0,1,8,1.722222,-2.540009,-15,-5.080002,-12,Orthodox vs Southpaw,-8,2.588235,2.540009,15,5.080002,12,Southpaw vs Orthodox,Welterweight,-0.866013169288635,0.866013169288635
Chris Lytle,Matt Serra,Chris Lytle,1,0,0,1.722222,12.7,0,0,31,Orthodox vs Orthodox,0,1.571429,-12.7,0,0,-31,Orthodox vs Orthodox,Welterweight,0.150793671607971,-0.150793671607971
Chris Lytle,Matt Serra,Matt Serra,0,1,0,1.722222,12.7,0,0,31,Orthodox vs Orthodox,0,1.571429,-12.7,0,0,-31,Orthodox vs Orthodox,Welterweight,0.150793671607971,-0.150793671607971
Chris Lytle,Karo Parisyan,Karo Parisyan,0,1,8,1.722222,2.539993,0,-10.16,14,Orthodox vs Orthodox,-8,2.181818,-2.539993,0,10.16,-14,Orthodox vs Orthodox,Welterweight,-0.459596037864685,0.459596037864685
Chris Lytle,Paul Taylor,Chris Lytle,1,0,6,1.722222,-2.540009,15,-10.16,32,Orthodox vs Orthodox,-6,1.833333,2.540009,-15,10.16,-32,Orthodox vs Orthodox,Welterweight,-0.111111164093018,0.111111164093018
Christian Aguilera,Anthony Ivy,Christian Aguilera,1,0,-2,1.75,-12.70001,-15,-5.080002,10,Switch vs Orthodox,2,2,12.70001,15,5.080002,-10,Orthodox vs Switch,Welterweight,-0.25,0.25
Christian Aguilera,Sean Brady,Sean Brady,0,1,1,1.75,-2.540009,0,0,6,Switch vs Orthodox,-1,15,2.540009,0,0,-6,Orthodox vs Switch,Welterweight,-13.25,13.25
Christian Aguilera,Carlston Harris,Carlston Harris,0,1,-4,1.75,-7.62001,0,-10.15999,-2,Switch vs Orthodox,4,3.8,7.62001,0,10.15999,2,Orthodox vs Switch,Welterweight,-2.04999995231628,2.04999995231628
Christian Colombo,Marcelo Golm,Marcelo Golm,0,1,12,2.666667,5.080002,16,7.5,2,Orthodox vs Orthodox,-12,2,-5.080002,-16,-7.5,-2,Orthodox vs Orthodox,Heavyweight,0.666666746139526,-0.666666746139526
Christian Colombo,Luis Henrique,Luis Henrique,0,1,13,2.666667,7.619995,22,10.03999,-4,Orthodox vs Orthodox,-13,2,-7.619995,-22,-10.03999,4,Orthodox vs Orthodox,Heavyweight,0.666666746139526,-0.666666746139526
Christian Leroy Duncan,Armen Petrosyan,Armen Petrosyan,0,1,-5,8,-2.539993,0,20.32001,-2,Switch vs Orthodox,5,4.5,2.539993,0,-20.32001,2,Orthodox vs Switch,Middleweight,3.5,-3.5
Christian Leroy Duncan,Dusko Todorovic,Christian Leroy Duncan,1,0,-1,8,2.540009,0,12.7,-7,Switch vs Orthodox,1,3,-2.540009,0,-12.7,7,Orthodox vs Switch,Middleweight,5,-5
Christian Morecraft,Stefan Struve,Stefan Struve,0,1,1,2.666667,-12.70001,-5,-7.619995,-35,Orthodox vs Orthodox,-1,2.538461,12.70001,5,7.619995,35,Orthodox vs Orthodox,Heavyweight,0.128205299377441,-0.128205299377441
Christian Rodriguez,Joshua Weems,Christian Rodriguez,1,0,-4,9,-2.540009,0,5.080002,-4,Orthodox vs Orthodox,4,3.666667,2.540009,0,-5.080002,4,Orthodox vs Orthodox,Bantamweight,5.33333325386047,-5.33333325386047
Christian Rodriguez,Raul Rosas Jr.,Christian Rodriguez,1,0,7,9,-5.080002,0,10.16,1,Orthodox vs Switch,-7,8,5.080002,0,-10.16,-1,Switch vs Orthodox,Bantamweight,1,-1
